#AdjRefG: Iteration 14 number of channels 4
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
  -1.034371E+02   -8.624992E+01   -5.817511E+01   -2.099214E+01  -5.876718E+01   -9.591491E+01   -7.834108E+01   -3.395668E+01    8.275074E+00    2.307976E-01    2.589615E+01    4.879601E+00    2.695328E+01    1.144607E+01    2.579818E+01   -1.751300E+01   -7.989832E+01   -2.011884E+00   -3.152836E+01    2.559794E+01 
  -9.154659E+01   -1.092846E+02   -5.222307E+01   -2.819033E+01  -5.410195E+01   -1.057401E+02   -7.712922E+01   -3.662283E+01    1.249550E+01   -1.357316E+01    2.277722E+01   -1.245614E+01    3.573939E+01    9.858105E+00    3.165562E+01   -2.878397E+00   -8.567954E+01    1.705526E-01   -2.952670E+01    2.376704E+01 
  -7.508890E+01   -1.231499E+02   -5.460184E+01   -3.427084E+01  -4.625719E+01   -1.086199E+02   -7.429102E+01   -3.805285E+01    1.415468E+01   -2.590836E+01    1.891649E+01   -2.832097E+01    4.144925E+01    9.903341E+00    3.140877E+01    1.133996E+01   -8.443563E+01    1.474994E+00   -3.063608E+01    2.076302E+01 
  -5.800636E+01   -1.258592E+02   -6.584976E+01   -3.676837E+01  -3.679256E+01   -1.030536E+02   -7.035140E+01   -3.698911E+01    1.239508E+01   -3.525719E+01    1.562409E+01   -4.101434E+01    4.355451E+01    1.093721E+01    2.486256E+01    2.377933E+01   -7.716339E+01    1.514331E+00   -3.598500E+01    1.745575E+01 
  -4.204122E+01   -1.179103E+02   -8.465606E+01   -3.420751E+01  -2.687403E+01   -8.932758E+01   -6.591268E+01   -3.247776E+01    7.718403E+00   -4.108710E+01    1.381440E+01   -4.979123E+01    4.279276E+01    1.219580E+01    1.269124E+01    3.329247E+01   -6.567835E+01    3.086216E-01   -4.524902E+01    1.476901E+01 
  -2.637892E+01   -1.021651E+02   -1.085575E+02   -2.607866E+01  -1.703519E+01   -6.956269E+01   -6.147836E+01   -2.414786E+01    1.897501E+00   -4.380211E+01    1.359358E+01   -5.480055E+01    4.079022E+01    1.293049E+01   -3.798550E+00    3.929393E+01   -5.203144E+01   -1.730776E+00   -5.687413E+01    1.357582E+01 
  -8.411146E+00   -8.302979E+01   -1.347099E+02   -1.261367E+01  -7.283664E+00   -4.726161E+01   -5.732863E+01   -1.237129E+01   -2.565989E+00   -4.438542E+01    1.416960E+01   -5.681378E+01    3.941127E+01    1.255363E+01   -2.295473E+01    4.194415E+01   -3.797276E+01   -3.936389E+00   -6.859618E+01    1.462725E+01 
   1.472995E+01   -6.518579E+01   -1.604621E+02    5.417350E+00   2.556371E+00   -2.646347E+01   -5.348963E+01    1.727539E+00   -3.264387E+00   -4.388409E+01    1.412510E+01   -5.688116E+01    4.005545E+01    1.077083E+01   -4.303838E+01    4.209175E+01   -2.461749E+01   -5.609060E+00   -7.805920E+01    1.847922E+01 
   4.448919E+01   -5.231386E+01   -1.836111E+02    2.674570E+01   1.246231E+01   -1.074770E+01   -4.980575E+01    1.641783E+01    1.289341E+00   -4.294696E+01    1.195403E+01   -5.604794E+01    4.312998E+01    7.659456E+00   -6.241006E+01    4.098950E+01   -1.239245E+01   -6.278654E+00   -8.334936E+01    2.538631E+01 
   7.971002E+01   -4.626425E+01   -2.023928E+02    4.948854E+01   2.198483E+01   -2.385455E+00   -4.608557E+01    2.964265E+01    1.111104E+01   -4.160255E+01    6.663341E+00   -5.520503E+01    4.786154E+01    3.652318E+00   -7.964051E+01    3.988887E+01   -1.247399E+00   -5.928556E+00   -8.333009E+01    3.516205E+01 
