#AdjRefG: Iteration 15 number of channels 4
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
   6.863008E+01    5.549002E+01    3.366390E+01    1.267831E+02   1.169961E+01   -4.611091E+00    3.164967E+01    2.233202E+01    4.864901E+00    2.639169E+01   -4.182979E+01    6.908339E+01    7.669643E+01   -3.619199E+01    2.956011E+01   -2.651817E+01   -2.463086E+01    6.990141E+01    1.428391E+01    6.188589E+01 
   7.658847E+01    6.404493E+01    3.751461E+01    1.228431E+02   1.021046E+01   -3.949476E-01    4.293571E+01    2.195597E+01    1.163467E+01    2.875217E+01   -5.579629E+01    6.427747E+01    7.652142E+01   -3.445220E+01    3.181844E+01   -3.186983E+01   -2.177807E+01    7.013992E+01    1.855674E+01    6.847952E+01 
   7.923867E+01    5.384475E+01    4.585902E+01    1.156628E+02   6.556206E+00    3.911687E+00    5.338318E+01    2.063717E+01    1.655087E+01    2.413685E+01   -6.628590E+01    5.472530E+01    7.520402E+01   -3.716124E+01    3.387535E+01   -3.098863E+01   -1.907242E+01    6.295745E+01    2.488639E+01    7.128900E+01 
   7.503737E+01    2.841158E+01    5.997725E+01    1.037728E+02   1.611550E+00    7.979764E+00    6.281598E+01    1.826487E+01    1.899560E+01    1.268094E+01   -7.177656E+01    4.205407E+01    7.203156E+01   -4.248836E+01    3.772834E+01   -2.493699E+01   -1.760135E+01    5.023924E+01    3.120950E+01    6.839087E+01 
   6.475206E+01   -4.707563E+00    8.057394E+01    8.668865E+01  -3.176497E+00    1.206075E+01    7.148993E+01    1.486781E+01    1.874973E+01   -3.562045E+00   -7.124542E+01    2.839622E+01    6.680931E+01   -4.789021E+01    4.503715E+01   -1.542133E+01   -1.763048E+01    3.468394E+01    3.529227E+01    5.884595E+01 
   5.141031E+01   -3.637409E+01    1.070775E+02    6.537604E+01  -6.072504E+00    1.683354E+01    7.981654E+01    1.065101E+01    1.610842E+01   -2.108829E+01   -6.446336E+01    1.600529E+01    6.002142E+01   -5.103531E+01    5.625313E+01   -4.318140E+00   -1.864703E+01    1.891596E+01    3.547119E+01    4.303788E+01 
   3.937396E+01   -5.865352E+01    1.372614E+02    4.227286E+01  -5.450027E+00    2.305505E+01    8.804657E+01    5.967024E+00    1.191547E+01   -3.584041E+01   -5.217510E+01    6.825316E+00    5.268039E+01   -5.062531E+01    7.008483E+01    6.780825E+00   -1.977187E+01    4.757147E+00    3.130505E+01    2.269970E+01 
   3.286288E+01   -6.702640E+01    1.673712E+02    2.084084E+01  -1.976151E-01    3.112748E+01    9.602124E+01    1.230976E+00    7.475980E+00   -4.426294E+01   -3.607457E+01    2.109230E+00    4.593492E+01   -4.680523E+01    8.353107E+01    1.687730E+01   -2.035040E+01   -7.085707E+00    2.389346E+01    6.233376E-01 
   3.448276E+01   -6.132653E+01    1.927793E+02    4.786529E+00   9.978274E+00    4.072988E+01    1.030755E+02   -3.179887E+00    4.334366E+00   -4.419998E+01   -1.853385E+01    2.187047E+00    4.061441E+01   -4.101487E+01    9.252416E+01    2.565344E+01   -2.044428E+01   -1.684155E+01    1.571348E+01   -1.987407E+01 
   4.431657E+01   -4.520038E+01    2.090111E+02   -2.798394E+00   2.443832E+01    5.065262E+01    1.081297E+02   -6.992051E+00    3.943710E+00   -3.537498E+01   -2.121432E+00    6.457362E+00    3.691411E+01   -3.534736E+01    9.301668E+01    3.333506E+01   -2.097957E+01   -2.513065E+01    9.986111E+00   -3.559877E+01 
   5.991694E+01   -2.440008E+01    2.128615E+02   -1.173172E-01   4.171666E+01    5.892167E+01    1.099477E+02   -1.003543E+01    7.291443E+00   -1.933309E+01    1.097611E+01    1.361526E+01    3.435904E+01   -3.166597E+01    8.218855E+01    4.039859E+01   -2.345021E+01   -3.232269E+01    9.749169E+00   -4.409573E+01 
   7.717964E+01   -4.590552E+00    2.032737E+02    1.300233E+01   5.982160E+01    6.321573E+01    1.074841E+02   -1.218416E+01    1.457298E+01    1.100350E+00    1.946592E+01    2.205436E+01    3.205624E+01   -3.081790E+01    5.939970E+01    4.723017E+01   -2.927118E+01   -3.808874E+01    1.692397E+01   -4.409803E+01 
   9.173523E+01    1.054501E+01    1.817123E+02    3.516158E+01   7.665238E+01    6.148469E+01    1.002170E+02   -1.328384E+01    2.500841E+01    2.264432E+01    2.323488E+01    3.031769E+01    2.911301E+01   -3.224312E+01    2.658498E+01    5.384808E+01   -3.903857E+01   -4.134088E+01    3.167539E+01   -3.572034E+01 
   1.003088E+02    2.028946E+01    1.519001E+02    6.372578E+01   9.042535E+01    5.260012E+01    8.835968E+01   -1.312589E+01    3.687417E+01    4.239672E+01    2.331153E+01    3.744951E+01    2.502252E+01   -3.412616E+01   -1.204376E+01    5.976871E+01   -5.201320E+01   -4.058122E+01    5.227263E+01   -2.036655E+01 
   1.015382E+02    2.671441E+01    1.189656E+02    9.528555E+01   1.000038E+02    3.683426E+01    7.288129E+01   -1.151067E+01    4.777456E+01    5.842910E+01    2.150521E+01    4.313201E+01    1.983190E+01   -3.403800E+01   -5.091347E+01    6.404814E+01   -6.607200E+01   -3.451095E+01    7.549258E+01   -3.839320E-01 
   9.598543E+01    3.349816E+01    8.821340E+01    1.261091E+02   1.050542E+02    1.599116E+01    5.532125E+01   -8.392780E+00    5.511742E+01    6.999614E+01    1.982884E+01    4.757031E+01    1.400729E+01   -2.983881E+01   -8.436612E+01    6.548306E+01   -7.819351E+01   -2.265033E+01    9.742943E+01    2.144846E+01 
   8.541816E+01    4.421136E+01    6.384071E+01    1.525334E+02   1.060007E+02   -6.897172E+00    3.744569E+01   -4.047662E+00    5.669949E+01    7.735842E+01    1.988474E+01    5.118667E+01    8.051414E+00   -2.052266E+01   -1.079369E+02    6.291908E+01   -8.533348E+01   -5.727227E+00    1.144472E+02    4.247533E+01 
   7.173047E+01    6.067763E+01    4.794564E+01    1.713255E+02   1.038012E+02   -2.826576E+01    2.084374E+01    8.335470E-01    5.126544E+01    8.134634E+01    2.240695E+01    5.426209E+01    2.051570E+00   -6.709859E+00   -1.192864E+02    5.559481E+01   -8.538772E+01    1.430691E+01    1.239814E+02    6.063503E+01 
   5.600034E+01    8.195047E+01    4.010167E+01    1.800715E+02   9.961808E+01   -4.492522E+01    6.581872E+00    5.202643E+00    3.889542E+01    8.286415E+01    2.710194E+01    5.668625E+01   -4.616141E+00    9.382879E+00   -1.185520E+02    4.344395E+01   -7.789702E+01    3.462866E+01    1.249699E+02    7.473862E+01 
