#AdjRefG: Iteration 14 number of channels 4
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
  -7.045255E+01    7.293278E+01    3.585704E+01    3.551820E+01  -9.173353E+00    4.048391E+01    2.533904E+00   -2.599266E+01   -2.658971E+01   -1.705171E+01   -1.565114E+01    5.373513E+01   -1.684487E+01    4.842148E+01    8.660603E+01   -1.460729E+01   -1.784462E+01    1.079110E+00   -3.763176E+01    2.238302E+01 
  -7.543300E+01    8.905357E+01    5.447205E+01    3.149830E+01  -8.923485E+00    5.359430E+01    6.684444E+00   -2.704195E+01   -3.418367E+01   -2.609361E+01   -1.176029E+01    5.245029E+01   -2.187608E+01    4.472076E+01    9.517458E+01   -1.529816E+01   -1.044976E+01    1.683212E+01   -3.562669E+01    2.138812E+01 
  -8.074458E+01    9.443238E+01    5.938273E+01    1.784917E+01  -9.351727E+00    6.400325E+01    8.472338E+00   -2.974471E+01   -4.138383E+01   -3.772098E+01   -1.032000E+01    4.750854E+01   -2.776266E+01    4.139316E+01    9.577350E+01   -1.696929E+01   -2.246370E+00    2.675695E+01   -3.454311E+01    1.705464E+01 
  -8.464984E+01    8.833128E+01    4.816797E+01   -1.586648E+00  -1.070429E+01    7.133063E+01    7.616374E+00   -3.177137E+01   -4.718774E+01   -5.023886E+01   -1.168097E+01    4.056106E+01   -3.253547E+01    3.883597E+01    8.743391E+01   -1.867921E+01    5.777662E+00    2.840354E+01   -3.520134E+01    8.302871E+00 
  -8.482734E+01    7.118279E+01    2.245233E+01   -2.087153E+01  -1.313007E+01    7.549540E+01    4.410171E+00   -3.088016E+01   -5.051801E+01   -6.176518E+01   -1.539887E+01    3.363482E+01   -3.434825E+01    3.682168E+01    7.104954E+01   -1.898237E+01    1.316900E+01    2.063088E+01   -3.760851E+01   -4.643827E+00 
  -7.879612E+01    4.481800E+01   -1.256210E+01   -3.389944E+01  -1.646914E+01    7.676882E+01   -4.903865E-01   -2.567483E+01   -5.044026E+01   -7.071190E+01   -2.037509E+01    2.849508E+01   -3.198888E+01    3.473371E+01    4.929490E+01   -1.646557E+01    2.010216E+01    4.027369E+00   -4.099151E+01   -2.025413E+01 
  -6.445928E+01    1.248641E+01   -4.970314E+01   -3.628202E+01  -2.014438E+01    7.574016E+01   -6.346368E+00   -1.604520E+01   -4.637559E+01   -7.614982E+01   -2.524519E+01    2.612935E+01   -2.519466E+01    3.190613E+01    2.602473E+01   -1.037175E+01    2.725534E+01   -1.901007E+01   -4.413631E+01   -3.599443E+01 
  -4.068725E+01   -2.137581E+01   -8.201162E+01   -2.658524E+01  -2.322415E+01    7.320969E+01   -1.256910E+01   -3.163395E+00   -3.825860E+01   -7.794485E+01   -2.885017E+01    2.651307E+01   -1.471079E+01    2.796608E+01    5.303785E+00   -1.073810E+00    3.550629E+01   -4.460673E+01   -4.589613E+01   -4.886111E+01 
  -7.813283E+00   -5.163589E+01   -1.047425E+02   -6.583328E+00  -2.465239E+01    7.004627E+01   -1.882869E+01    1.092518E+01   -2.660021E+01   -7.663233E+01   -3.059164E+01    2.871138E+01   -2.096220E+00    2.307045E+01   -9.655479E+00    9.803285E+00    4.553554E+01   -6.812027E+01   -4.566673E+01   -5.602317E+01 
   3.210949E+01   -7.317708E+01   -1.165124E+02    1.944039E+01  -2.357201E+01    6.704907E+01   -2.502034E+01    2.394133E+01   -1.243667E+01   -7.308516E+01   -3.052690E+01    3.125497E+01    1.066572E+01    1.795226E+01   -1.732310E+01    1.969537E+01    5.745245E+01   -8.509325E+01   -4.364205E+01   -5.545128E+01 
